policy,R1,R2,R3,R4,R5,R6,R7,R8
1.6 Where our products and services link to YouTube or to YouTube Content 1.6.1    Hubble Connected links to the YouTube services through a series of the Standard YouTube API services 1.6.2    All content viewed or posted through YouTube must adhere to their policies on Usage and Privacy.  For more information on follow the link ( https://www.youtube.com/t/terms and http://www.google.com/policies/privacy ) 1.6.3    By using any content linked to Youtube you are bound by their policies and guidelines and Youtube may take action under these terms for content viewed in the Hubble Connected App linked to the Youtube service 1.6.4    YouTube will for your unique IP address record information and preferences for the service 1.6.5    They may collect usage of the YouTube service and information about the way you use the service and what devices you have connected The data is used to better facilitate your individual service through the Hubble Connected app and YouTube.,0,0,0,0,0,0,0,0
1.About our Privacy Policy,0,0,0,0,0,0,0,0
1.How to contact us digitalSTROM AG Wiesenstrasse 10A 8952 Schlieren Schweiz E-Mail: datenschutz@digitalstrom.com Website: www.digitalstrom.com ,0,0,0,0,0,0,0,0
1.Legal Bases for the Processing of Personal Data ,1,0,0,0,0,0,0,0
1.The types of information we collect ,1,0,0,0,0,0,0,0
"10 Contact us If you have any comments or questions about this Privacy Policy or any questions relating to Xiaomi-s collection, use, or disclosure of your personal information, please contact us at the address below referencing ""Privacy Policy"".",0,0,0,0,0,0,0,0
10 Managing your privacy options We have provided you with a means of managing your privacy settings.,0,0,0,0,0,0,0,0
10 Security measures We apply strictly the principles of data protection by design and by default and implement appropriate technical and organizational measures to limit to the maximum the processing of your data as well as ensure its security.,0,0,0,0,0,0,0,0
"10 To administer and maintain and protect and update the Myzone business and the Myzone IT systems relating to the Myzone System (including security or technical related issues) Identity, contact information, Myzone profile and technical information and usage information Legitimate interests ",1,0,0,0,0,0,0,0
10) companies and organisations which prevent fraud or reduce credit risk.,1,0,0,0,0,0,0,0
10.  Personal data of children ,1,0,0,0,0,0,0,0
"10.2 If any changes to this Privacy Policy have a material impact on your rights, we will notify you by email (sent to the e-mail address specified in your account) or by means of a notice on this website prior to the change becoming effective.",0,0,0,0,0,0,0,0
10.2 We never ask our customers to send any personal details via email.,0,0,0,0,0,0,0,0
"10.2  If we have reason to believe that we hold personal data of a person under that age in our databases, we will delete that personal data.  ",1,0,0,0,0,0,0,0
10.Changes to this privacy notice We reserve the right to amend this privacy notice at any time.,0,0,0,0,0,0,0,0
10.Cross-Border Transfer of Your Information,0,0,0,0,0,0,0,0
105 45 Stockholm,0,0,0,0,0,0,0,0
"11 Security If you choose to purchase any of our products or services, credit card information will be collected by a third party payment processor which has represented to us that the payment data that you transfer is encrypted (turned into unidentifiable code) by a method known as SSL (secure sockets layer).",0,0,0,0,0,0,0,0
"11 To deliver relevant content, advertisements and other marketing material via the Myzone System to Users and measuring results of that promotional activity (including using data analytics for profiling of Users) Identity, contact, Myzone profile, order information, marketing information, technical information Legitimate interests ",1,0,0,0,0,0,0,0
"11 Your choices We strive to provide you with choices regarding the personal data that you provide to us or that is otherwise collected on you, in particular through our Websites.",0,0,0,0,0,0,0,0
11.  Updating information  ,0,0,0,0,0,0,0,0
11.1  Please let us know if the personal information that we hold about you needs to be corrected or updated. ,0,0,0,0,0,0,0,0
"11.2 If you have any questions, comments, suggestions or doubts about this Privacy Policy or our products, please feel free to give us a feedback.",0,0,0,0,0,0,0,0
11.Changes to Our Privacy Policy,0,0,0,0,0,0,0,0
12 Children's accounts and Myzone's collection of information from children ,1,0,0,0,0,0,0,0
"12 Myzone making suggestions and recommendations to you about goods or services that may be of interest to you Identity, contact information, Myzone profile, order information, marketing information, technical information Legitimate interests including use of cookies as per our cookie policy ",1,0,0,0,0,0,0,0
12 Your rights ,0,0,0,0,0,0,0,0
12.1  A cookie is a file containing an identifier (a string of letters and numbers) that is sent by a web server to a web browser and is stored by the browser.,0,0,0,0,0,0,0,0
"12.2  Cookies may be either ""persistent"" cookies or ""session"" cookies: a persistent cookie will be stored by a web browser and will remain valid until its set expiry date, unless deleted by the user before the expiry date; a session cookie, on the other hand, will expire at the end of the user session, when the web browser is closed.",0,0,0,0,0,0,0,0
"12.3  Cookies do not typically contain any information that personally identifies a user, but personal information that we store about you may be linked to the information stored in and obtained from cookies. ",0,0,0,0,0,0,0,0
12.Contact,0,0,0,0,0,0,0,0
"129, Samsung-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do 16677, Republic of Korea [For European Economic Area (EEA) Residents Only] Samsung Electronics has offices across Europe, so we can ensure that your request or query will be handled by the data protection team based in your region.",0,0,0,0,0,0,0,0
"13 Change in Control or Sale of Myzone and any Myzone Group Companies Myzone can also share your personal data and information as part of a sale, merger or change in control of all and/or any part of Myzone and/or any Myzone Group Companies, or in preparation for any of these events and/or as Myzone and/or any Myzone Group Companies may be able to share your personal data under applicable law.",0,0,0,0,0,0,0,0
"13 Improving the Myzone System by using data analytics and profiling of Users so that Users get products/services, marketing, customer relationships and experiences and connections that are more tailored to them Identity, contact information, Myzone profile, exercise statistics and performance, technical information, marketing information Legitimate interests including use of cookies as per our cookie policy ",1,0,0,0,0,0,0,0
13 Updates to the Policy We may revise or update this Policy from time to time.,0,0,0,0,0,0,0,0
13.1 Mobvoi's personal and home products are intended for adults.,1,0,0,0,0,0,0,0
"13.1  We use cookies for the following purposes: (a)  authentication - we use cookies to identify you when you visit our website and as you navigate our website (cookies used for this purpose are: persistent cookies); (c)  shopping cart - we use cookies to maintain the state of your shopping cart as you navigate our website (cookies used for this purpose are: persistent cookies); (d)  personalisation - we use cookies to store information about your preferences and to personalise our website for you (cookies used for this purpose are: persistent cookies); (e)  security - we use cookies as an element of the security measures used to protect user accounts, including preventing fraudulent use of login credentials, and to protect our website and services generally (cookies used for this purpose are: persistent); (f)  advertising - we use cookies to help us to display advertisements that will be relevant to you (cookies used for this purpose are: persistent cookies); (g)  analysis - we use cookies to help us to analyse the use and performance of our website and services (cookies used for this purpose are: persistent cookies); and (h)  cookie consent - we use cookies to store your preferences in relation to the use of cookies more generally (cookies used for this purpose are: persistent cookies).  ",1,0,0,0,0,0,0,0
"13.2 When children's personal information is collected based on the consent of the holders of parental responsibility, we will only use or disclose the information as permitted by law, explicitly consented to by the holders of parental responsibility, or required for protecting the children.",1,0,0,0,0,0,0,0
"13.709/2018 as amended (""LGPD"").",0,0,0,0,0,0,0,0
"14 Jurisdiction and applicable law This Policy and all matters arising out of or related to this Policy shall be governed by the substantive laws of Switzerland, without regards to conflicts of laws and principles thereof.",0,0,0,0,0,0,0,0
"14 Sharing non-special category data with staff at Myzone and third parties (including the Myzone Group and Facilities) and also Myzone advisors and investors Identity, contact, Myzone profile, order information, marketing information, technical information Legitimate Interests Regarding the above legal bases: Explicit Consent means when you have given your explicit consent, which you may withdraw at any time using your account settings and other tools.",1,0,0,0,0,0,0,0
14 Your rights ,0,0,0,0,0,0,0,0
14.  Cookies used by our service providers  ,0,0,0,0,0,0,0,0
14.1  Our service providers use cookies and those cookies may be stored on your computer when you visit our website.,0,0,0,0,0,0,0,0
14.2 We will give you the opportunity to review the revised Policy before you choose to continue using our Services.,0,0,0,0,0,0,0,0
14.2  We use Google Analytics to analyse the use of our website.,0,0,0,0,0,0,0,0
"14.3 For the material changes, we may also provide the more prominent notice illustrating the specific changes in the Privacy Policy depending on the circumstances.",0,0,0,0,0,0,0,0
14.3  We publish Google AdSense interest-based advertisements on our website.,0,0,0,0,0,0,0,0
"14.4 Material changes including but not limited to: The material changes in our service mode, such as the purpose of processing personal information, the type of personal information processed and the use of personal information, etc.; The material changes in our ownership structure and organization structure, such as owner change due to business adjustment or bankruptcy or merger & acquisition, etc.; Changes to the main object in personal information sharing, transfer or public disclosure; The material changes in your rights relating to how you are participating in personal information process and ways to exercise such rights; The change of responsible department or contact information or complaint channels relating to personal information security reasonability; The time of high risk indicated by personal information security assessment report.",1,0,0,0,0,0,0,0
